Track_ID,Start_Date,End_Date,Duration,Ensemble_Name,Ensemble_Member,Object_Variable,Obs_Track_ID,Translation_Error_X,Translation_Error_Y,Start_Time_Error,End_Time_Error
wrf-s3cn_arw_uh_max_20150527-0000_15_15_000,2015-05-27 15:00:00,2015-05-27 15:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150527-0000_12_12_000,296565.66455,89592.05584,3.00000,3.00000
wrf-s3cn_arw_uh_max_20150527-0000_15_15_001,2015-05-27 15:00:00,2015-05-27 15:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150527-0000_12_12_002,164390.68264,87986.48737,3.00000,3.00000
wrf-s3cn_arw_uh_max_20150527-0000_16_18_002,2015-05-27 16:00:00,2015-05-27 18:00:00,3.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150527-0000_15_16_003,235134.83746,273910.10501,1.00000,2.00000
wrf-s3cn_arw_uh_max_20150527-0000_16_16_003,2015-05-27 16:00:00,2015-05-27 16:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150527-0000_17_17_004,-66744.47849,58898.63490,-1.00000,-1.00000
wrf-s3cn_arw_uh_max_20150527-0000_16_16_004,2015-05-27 16:00:00,2015-05-27 16:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150527-0000_23_23_037,347321.57760,-709083.78313,-7.00000,-7.00000
wrf-s3cn_arw_uh_max_20150527-0000_18_18_005,2015-05-27 18:00:00,2015-05-27 18:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150527-0000_12_12_001,472931.41656,180546.69273,6.00000,6.00000
wrf-s3cn_arw_uh_max_20150527-0000_18_18_006,2015-05-27 18:00:00,2015-05-27 18:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,None,nan,nan,nan,nan
wrf-s3cn_arw_uh_max_20150527-0000_19_19_007,2015-05-27 19:00:00,2015-05-27 19:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150527-0000_22_22_017,1133001.79708,208344.69593,-3.00000,-3.00000
wrf-s3cn_arw_uh_max_20150527-0000_19_20_008,2015-05-27 19:00:00,2015-05-27 20:00:00,2.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150527-0000_23_24_033,373581.63041,-206618.94111,-4.00000,-4.00000
wrf-s3cn_arw_uh_max_20150527-0000_19_19_009,2015-05-27 19:00:00,2015-05-27 19:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150527-0000_23_23_032,486773.99654,-121125.91759,-4.00000,-4.00000
wrf-s3cn_arw_uh_max_20150527-0000_19_20_010,2015-05-27 19:00:00,2015-05-27 20:00:00,2.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150527-0000_22_24_019,469347.35711,-226938.49421,-3.00000,-4.00000
wrf-s3cn_arw_uh_max_20150527-0000_19_23_011,2015-05-27 19:00:00,2015-05-27 23:00:00,5.00000,SSEF,wrf-s3cn_arw,uh_max,None,nan,nan,nan,nan
wrf-s3cn_arw_uh_max_20150527-0000_20_20_012,2015-05-27 20:00:00,2015-05-27 20:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150527-0000_23_23_031,1065707.86131,-119815.67581,-3.00000,-3.00000
wrf-s3cn_arw_uh_max_20150527-0000_20_20_013,2015-05-27 20:00:00,2015-05-27 20:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150527-0000_20_20_008,648497.94018,22298.23800,0.00000,0.00000
wrf-s3cn_arw_uh_max_20150527-0000_20_20_014,2015-05-27 20:00:00,2015-05-27 20:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150527-0000_19_19_005,48201.88106,-22911.22206,1.00000,1.00000
wrf-s3cn_arw_uh_max_20150527-0000_21_22_015,2015-05-27 21:00:00,2015-05-27 22:00:00,2.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150527-0000_22_23_015,985148.42035,252698.58396,-1.00000,-1.00000
wrf-s3cn_arw_uh_max_20150527-0000_21_21_016,2015-05-27 21:00:00,2015-05-27 21:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,None,nan,nan,nan,nan
