Step_ID,Track_ID,Date,Forecast_Hour,Valid_Hour_UTC,Duration,Centroid_Lon,Centroid_Lat,uh_max_mean,uh_max_max,uh_max_min,uh_max_std,uh_max_mean_dt,uh_max_max_dt,r10cmx_mean,r10cmx_max,r10cmx_min,r10cmx_std,r10cmx_mean_dt,r10cmx_max_dt,wupmax_mean,wupmax_max,wupmax_min,wupmax_std,wupmax_mean_dt,wupmax_max_dt,cqgmax_mean,cqgmax_max,cqgmax_min,cqgmax_std,cqgmax_mean_dt,cqgmax_max_dt,wdnmax_mean,wdnmax_max,wdnmax_min,wdnmax_std,wdnmax_mean_dt,wdnmax_max_dt,mlcape_mean,mlcape_max,mlcape_min,mlcape_std,mlcape_mean_dt,mlcape_max_dt,mlcins_mean,mlcins_max,mlcins_min,mlcins_std,mlcins_mean_dt,mlcins_max_dt,sblcl_mean,sblcl_max,sblcl_min,sblcl_std,sblcl_mean_dt,sblcl_max_dt,srh03_mean,srh03_max,srh03_min,srh03_std,srh03_mean_dt,srh03_max_dt,shr06_mean,shr06_max,shr06_min,shr06_std,shr06_mean_dt,shr06_max_dt,tmp500_mean,tmp500_max,tmp500_min,tmp500_std,tmp500_mean_dt,tmp500_max_dt,tmp700_mean,tmp700_max,tmp700_min,tmp700_std,tmp700_mean_dt,tmp700_max_dt,dewp2m_mean,dewp2m_max,dewp2m_min,dewp2m_std,dewp2m_mean_dt,dewp2m_max_dt,temp2m_mean,temp2m_max,temp2m_min,temp2m_std,temp2m_mean_dt,temp2m_max_dt,sph850_mean,sph850_max,sph850_min,sph850_std,sph850_mean_dt,sph850_max_dt,sph500_mean,sph500_max,sph500_min,sph500_std,sph500_mean_dt,sph500_max_dt,lllr_mean,lllr_max,lllr_min,lllr_std,lllr_mean_dt,lllr_max_dt,lr75_mean,lr75_max,lr75_min,lr75_std,lr75_mean_dt,lr75_max_dt,Hail_Size
wrf-s3cn_arw_uh_max_20150528-0000_12_12_000_00,wrf-s3cn_arw_uh_max_20150528-0000_12_12_000,2015-05-28 12:00:00,12.00000,12.00000,1.00000,-103.74725,27.20518,32.55220,79.38119,2.90062,16.87968,0.00000,0.00000,62.03749,68.46731,51.37149,5.24521,0.00000,0.00000,17.20576,23.72487,9.15710,4.05044,0.00000,0.00000,19.43953,33.40139,8.50447,7.52510,0.00000,0.00000,-4.45177,-2.55755,-7.90187,1.45565,0.00000,0.00000,1258.44202,1885.47668,0.00000,569.53687,0.00000,0.00000,-14.07967,-0.64990,-100.30789,20.82994,0.00000,0.00000,1760.72925,1934.35986,1479.96301,118.25969,0.00000,0.00000,91.19360,158.40108,31.13541,39.82823,0.00000,0.00000,0.00297,0.00504,0.00113,0.00111,0.00000,0.00000,-8.52992,-4.58059,-9.99583,1.60426,0.00000,0.00000,8.92087,9.73389,8.20516,0.45115,0.00000,0.00000,62.19314,63.73324,60.90481,0.75447,0.00000,0.00000,65.27847,69.99325,61.25324,2.55346,0.00000,0.00000,-5669.32422,13.93321,-9999.00000,4960.26709,0.00000,0.00000,3.52960,5.20909,2.43278,0.74670,0.00000,0.00000,-5.97754,-4.60344,-6.51754,0.47929,0.00000,0.00000,-6.46297,-4.81353,-7.10042,0.61322,0.00000,0.00000,0.00000
wrf-s3cn_arw_uh_max_20150528-0000_12_12_001_00,wrf-s3cn_arw_uh_max_20150528-0000_12_12_001,2015-05-28 12:00:00,12.00000,12.00000,1.00000,-102.75972,27.65980,39.97142,85.34080,8.02736,21.43784,0.00000,0.00000,50.61961,65.35371,38.42435,7.02867,0.00000,0.00000,15.36091,23.01934,5.53453,5.24092,0.00000,0.00000,7.80072,21.78187,2.35393,4.15187,0.00000,0.00000,-3.42781,-2.02331,-5.53227,0.87615,0.00000,0.00000,1544.49805,1796.27515,1198.19873,162.85229,0.00000,0.00000,-12.79530,-1.55878,-26.03769,6.14750,0.00000,0.00000,1761.80518,2104.54883,1491.33008,149.72760,0.00000,0.00000,27.51890,60.69281,-14.19933,16.34620,0.00000,0.00000,0.00235,0.00369,0.00128,0.00071,0.00000,0.00000,-9.57918,-8.30052,-10.11261,0.48205,0.00000,0.00000,8.72867,9.28598,8.42222,0.20986,0.00000,0.00000,62.41365,65.14970,59.75416,1.38767,0.00000,0.00000,63.35205,68.60442,60.36912,1.98160,0.00000,0.00000,-8330.04688,14.80054,-9999.00000,3731.89258,0.00000,0.00000,3.05081,3.58045,2.57191,0.24496,0.00000,0.00000,-6.23044,-5.93341,-6.42908,0.12244,0.00000,0.00000,-6.79111,-6.41088,-7.02894,0.16638,0.00000,0.00000,69.91211
wrf-s3cn_arw_uh_max_20150528-0000_14_14_002_00,wrf-s3cn_arw_uh_max_20150528-0000_14_14_002,2015-05-28 14:00:00,14.00000,14.00000,1.00000,-98.44261,35.77942,33.05900,49.75912,15.10623,8.69297,0.00000,0.00000,61.23951,66.50575,53.31336,3.54561,0.00000,0.00000,16.75673,22.61810,10.33598,3.24232,0.00000,0.00000,15.71692,28.96015,8.38823,5.83781,0.00000,0.00000,-4.46680,-2.86588,-7.64274,1.13953,0.00000,0.00000,41.41087,94.23127,0.00000,29.99669,0.00000,0.00000,-217.21407,-165.93085,-306.78702,41.84717,0.00000,0.00000,548.43292,661.06848,456.62845,49.75290,0.00000,0.00000,147.82025,317.41858,65.89548,58.63595,0.00000,0.00000,0.00236,0.00314,0.00185,0.00043,0.00000,0.00000,-10.45780,-9.65049,-11.10559,0.42963,0.00000,0.00000,6.09612,6.97180,5.50679,0.34751,0.00000,0.00000,61.93569,62.44086,61.47670,0.23472,0.00000,0.00000,64.22340,64.99749,63.11076,0.41100,0.00000,0.00000,12.50547,12.96008,11.67910,0.30399,0.00000,0.00000,2.14460,3.36188,0.78299,0.86580,0.00000,0.00000,-4.69056,-4.45381,-4.87718,0.10507,0.00000,0.00000,-6.20248,-5.85799,-6.67022,0.21087,0.00000,0.00000,45.25586
wrf-s3cn_arw_uh_max_20150528-0000_17_17_003_00,wrf-s3cn_arw_uh_max_20150528-0000_17_17_003,2015-05-28 17:00:00,17.00000,17.00000,1.00000,-96.65319,35.91172,34.90628,78.57072,4.81389,15.28080,0.00000,0.00000,51.89957,68.67445,23.14556,9.78409,0.00000,0.00000,12.93778,26.17664,4.23433,5.06037,0.00000,0.00000,10.08872,30.24398,0.30229,6.61189,0.00000,0.00000,-3.72079,-1.59147,-9.25870,1.78581,0.00000,0.00000,686.06622,1010.63678,29.74589,182.20129,0.00000,0.00000,-33.40852,-2.06307,-114.89787,13.62960,0.00000,0.00000,786.62573,895.54462,446.51685,65.93489,0.00000,0.00000,121.13744,290.56046,74.31732,40.55169,0.00000,0.00000,0.00286,0.00393,0.00216,0.00029,0.00000,0.00000,-9.45577,-7.48626,-10.51480,0.41371,0.00000,0.00000,5.62749,7.64980,4.50121,0.48385,0.00000,0.00000,68.45813,69.60043,66.30827,0.73515,0.00000,0.00000,75.02448,77.52773,67.29732,1.66221,0.00000,0.00000,12.79173,13.33931,11.84247,0.31199,0.00000,0.00000,2.16151,4.06573,0.98930,0.58295,0.00000,0.00000,-6.33966,-4.69546,-6.97317,0.34205,0.00000,0.00000,-5.64388,-5.10709,-6.19240,0.22180,0.00000,0.00000,24.96289
wrf-s3cn_arw_uh_max_20150528-0000_18_19_004_00,wrf-s3cn_arw_uh_max_20150528-0000_18_19_004,2015-05-28 18:00:00,18.00000,18.00000,1.00000,-95.79865,35.91398,33.26146,83.65299,0.06032,17.18094,0.00000,0.00000,51.24559,64.07798,31.49741,6.76947,0.00000,0.00000,12.58125,18.61359,6.51757,3.27130,0.00000,0.00000,7.74792,17.44796,0.95334,3.99423,0.00000,0.00000,-3.14591,-0.79553,-6.36542,1.19245,0.00000,0.00000,753.97168,1413.53418,202.53343,261.44720,0.00000,0.00000,-32.47264,0.00000,-89.29748,22.47364,0.00000,0.00000,376.10483,509.71902,255.99286,60.17552,0.00000,0.00000,83.93170,227.69850,-3.23673,64.44521,0.00000,0.00000,0.00233,0.00386,0.00122,0.00052,0.00000,0.00000,-8.73301,-6.86969,-10.19754,0.48879,0.00000,0.00000,5.94420,6.98525,4.94692,0.45919,0.00000,0.00000,70.92346,72.95110,68.29301,0.95530,0.00000,0.00000,73.02402,77.03384,69.82054,1.41062,0.00000,0.00000,11.36542,13.20820,8.97772,1.15514,0.00000,0.00000,2.79597,4.28733,0.95241,0.81087,0.00000,0.00000,-5.68577,-5.00789,-6.41652,0.30883,0.00000,0.00000,-5.47352,-4.92698,-5.94166,0.22801,0.00000,0.00000,26.70312
wrf-s3cn_arw_uh_max_20150528-0000_18_19_004_01,wrf-s3cn_arw_uh_max_20150528-0000_18_19_004,2015-05-28 19:00:00,19.00000,19.00000,2.00000,-95.61946,35.89503,34.62501,88.10201,7.55202,18.60801,1.36355,4.44902,52.44614,66.43265,34.52246,7.24533,1.20055,2.35467,11.53869,23.97631,4.56247,3.88262,-1.04256,5.36273,8.95962,22.21237,1.64421,5.09889,1.21170,4.76441,-3.28127,-1.70731,-5.84721,0.93638,-0.13536,-0.91178,707.46301,1951.31995,0.00000,571.47711,-46.50867,537.78577,-46.12988,0.00000,-265.60251,69.09011,-13.65723,0.00000,308.62933,489.25784,230.75287,48.23124,-67.47549,-20.46118,106.81712,236.41777,-78.85696,65.61124,22.88542,8.71927,0.00221,0.00430,0.00092,0.00068,-0.00011,0.00044,-8.74731,-6.59736,-10.64230,0.89403,-0.01430,0.27233,5.87786,7.78244,4.37845,0.86772,-0.06634,0.79719,69.78996,72.88397,66.15144,1.45007,-1.13350,-0.06712,70.57357,74.53148,67.36472,1.56336,-2.45045,-2.50236,12.28759,13.62645,10.81824,0.61857,0.92217,0.41824,3.57404,4.38949,2.73411,0.35719,0.77807,0.10216,-5.22932,-4.17803,-6.17288,0.49120,0.45645,0.82986,-5.46239,-4.53926,-6.64170,0.40660,0.01113,0.38772,26.57227
wrf-s3cn_arw_uh_max_20150528-0000_18_19_005_00,wrf-s3cn_arw_uh_max_20150528-0000_18_19_005,2015-05-28 18:00:00,18.00000,18.00000,1.00000,-71.90454,43.14411,39.21532,86.01878,0.04751,22.66350,0.00000,0.00000,49.27272,59.70491,13.00117,10.73140,0.00000,0.00000,10.90133,20.53070,1.99653,4.53707,0.00000,0.00000,8.63554,17.78732,0.33783,5.42234,0.00000,0.00000,-3.07801,-0.65288,-6.21018,1.15946,0.00000,0.00000,1198.72839,1361.66309,856.65344,100.55388,0.00000,0.00000,-0.10627,0.00000,-2.77618,0.41878,0.00000,0.00000,1210.12134,1262.32227,1145.41528,27.47923,0.00000,0.00000,99.81712,142.22137,84.08972,11.05962,0.00000,0.00000,0.00348,0.00397,0.00205,0.00054,0.00000,0.00000,-11.18139,-10.65655,-12.13666,0.39794,0.00000,0.00000,3.27956,3.69109,2.49159,0.24774,0.00000,0.00000,67.49253,68.49702,65.69831,0.52294,0.00000,0.00000,80.79929,83.07626,77.09816,1.44246,0.00000,0.00000,9.89880,11.84264,8.11964,0.94994,0.00000,0.00000,2.23209,3.06517,0.98973,0.69452,0.00000,0.00000,-8.19198,-7.79149,-8.40239,0.12482,0.00000,0.00000,-5.44467,-5.17903,-5.63812,0.12102,0.00000,0.00000,21.95801
wrf-s3cn_arw_uh_max_20150528-0000_18_19_005_01,wrf-s3cn_arw_uh_max_20150528-0000_18_19_005,2015-05-28 19:00:00,19.00000,19.00000,2.00000,-71.52196,43.13921,42.17065,99.53900,0.00000,28.26679,2.95534,13.52022,52.41910,68.53598,4.63253,13.87445,3.14638,8.83107,12.42784,26.93682,3.74670,5.42473,1.52651,6.40611,11.93614,29.94277,0.08761,8.53906,3.30060,12.15545,-4.72187,-1.88796,-9.41454,1.63368,-1.64385,-1.23508,1087.99426,1675.12451,0.00000,353.09329,-110.73413,313.46143,-8.28743,0.00000,-184.40291,27.26241,-8.18116,0.00000,1142.50696,1366.10791,406.88235,216.92664,-67.61438,103.78564,96.10262,210.51178,56.56307,37.48547,-3.71449,68.29041,0.00378,0.00538,0.00268,0.00053,0.00030,0.00141,-10.28938,-7.72106,-11.34873,0.65994,0.89201,2.93549,3.43748,6.41568,2.12755,0.72696,0.15793,2.72460,67.96316,69.64493,66.28487,0.83689,0.47063,1.14790,81.99849,84.57738,70.57613,3.46825,1.19920,1.50111,10.56449,12.55387,8.12477,1.08718,0.66569,0.71124,2.09705,3.98676,1.20191,0.77478,-0.13504,0.92159,-8.11535,-5.38984,-8.78854,0.75739,0.07663,2.40165,-5.16548,-4.49014,-6.09212,0.33647,0.27919,0.68889,21.95801
wrf-s3cn_arw_uh_max_20150528-0000_19_20_006_00,wrf-s3cn_arw_uh_max_20150528-0000_19_20_006,2015-05-28 19:00:00,19.00000,19.00000,1.00000,-95.12910,36.05901,35.26643,85.00958,2.52569,20.75417,0.00000,0.00000,49.95363,63.72022,25.90710,8.75522,0.00000,0.00000,12.01791,18.83899,3.65774,3.74056,0.00000,0.00000,8.79807,17.24266,0.89326,4.57492,0.00000,0.00000,-2.95546,-1.13454,-6.57869,1.49035,0.00000,0.00000,547.42767,1208.07629,99.56673,301.02847,0.00000,0.00000,-22.16842,0.00000,-81.36665,22.89202,0.00000,0.00000,354.70444,507.44266,282.76910,48.91192,0.00000,0.00000,107.19626,194.26170,-67.40192,53.77340,0.00000,0.00000,0.00177,0.00241,0.00115,0.00033,0.00000,0.00000,-8.92607,-8.21052,-9.58125,0.32850,0.00000,0.00000,5.40776,6.53859,4.43581,0.48350,0.00000,0.00000,69.06409,70.77520,67.66991,0.81163,0.00000,0.00000,69.65897,71.51848,67.92447,0.80361,0.00000,0.00000,11.59250,13.07669,9.06451,1.05119,0.00000,0.00000,3.19572,3.79521,1.38939,0.62777,0.00000,0.00000,-5.35686,-4.90024,-5.93977,0.24350,0.00000,0.00000,-5.35145,-4.84101,-5.83839,0.23272,0.00000,0.00000,27.21094
wrf-s3cn_arw_uh_max_20150528-0000_19_20_006_01,wrf-s3cn_arw_uh_max_20150528-0000_19_20_006,2015-05-28 20:00:00,20.00000,20.00000,2.00000,-94.95956,36.05341,31.81626,51.29271,11.59527,10.74342,-3.45017,-33.71688,50.14643,57.40542,41.43269,4.48081,0.19280,-6.31480,9.61632,14.82859,3.87183,3.12361,-2.40159,-4.01040,9.08449,17.22197,3.26260,3.66994,0.28643,-0.02069,-3.03501,-1.08255,-6.09823,1.18657,-0.07955,0.05199,630.09625,1047.94653,77.78225,229.04025,82.66858,-160.12976,-6.95806,-0.31621,-28.13391,6.56062,15.21036,-0.31621,405.65091,503.88104,346.39929,32.13670,50.94647,-3.56161,89.04496,169.85460,13.96772,43.39344,-18.15130,-24.40710,0.00263,0.00370,0.00175,0.00053,0.00087,0.00128,-8.66815,-7.49857,-9.54519,0.46611,0.25793,0.71195,5.27197,7.67789,4.24703,0.87554,-0.13579,1.13930,69.38857,71.51293,67.46359,1.34891,0.32448,0.73773,70.47665,72.88277,68.14255,1.42075,0.81768,1.36429,12.21057,13.14945,11.64855,0.39530,0.61807,0.07276,3.63048,4.06270,3.27620,0.18214,0.43476,0.26749,-5.65709,-4.85012,-6.34974,0.37253,-0.30023,0.05012,-5.20826,-4.79664,-5.99208,0.26785,0.14319,0.04437,25.42480
