Step_ID,Obs_Track_ID,Date,Forecast_Hour,Valid_Hour_UTC,Duration,Centroid_Lon,Centroid_Lat,MESH_mean,MESH_max,MESH_min,MESH_std,MESH_mean_dt,MESH_max_dt
obs_wrf-s3cn_arw_20150529-0000_20_20_000_00,obs_wrf-s3cn_arw_20150529-0000_20_20_000,2015-05-29 20:00:00,20.00000,20.00000,1.00000,-98.26160,24.25832,13.98775,39.07520,0.00000,9.46502,0.00000,0.00000
obs_wrf-s3cn_arw_20150529-0000_21_21_001_00,obs_wrf-s3cn_arw_20150529-0000_21_21_001,2015-05-29 21:00:00,21.00000,21.00000,1.00000,-102.83386,30.16029,13.70818,33.61133,0.04395,8.22867,0.00000,0.00000
obs_wrf-s3cn_arw_20150529-0000_21_23_002_00,obs_wrf-s3cn_arw_20150529-0000_21_23_002,2015-05-29 21:00:00,21.00000,21.00000,1.00000,-104.59479,35.61998,13.46546,42.88867,0.00000,9.01700,0.00000,0.00000
obs_wrf-s3cn_arw_20150529-0000_21_23_002_01,obs_wrf-s3cn_arw_20150529-0000_21_23_002,2015-05-29 22:00:00,22.00000,22.00000,2.00000,-104.34363,35.44096,13.54211,43.42480,0.00000,10.14437,0.07665,0.53613
obs_wrf-s3cn_arw_20150529-0000_21_23_002_02,obs_wrf-s3cn_arw_20150529-0000_21_23_002,2015-05-29 23:00:00,23.00000,23.00000,3.00000,-104.10066,35.28963,13.44342,33.05176,0.00000,9.78015,-0.09869,-10.37305
obs_wrf-s3cn_arw_20150529-0000_21_23_003_00,obs_wrf-s3cn_arw_20150529-0000_21_23_003,2015-05-29 21:00:00,21.00000,21.00000,1.00000,-104.22426,36.61715,14.28922,33.08105,0.12988,8.47425,0.00000,0.00000
obs_wrf-s3cn_arw_20150529-0000_21_23_003_01,obs_wrf-s3cn_arw_20150529-0000_21_23_003,2015-05-29 22:00:00,22.00000,22.00000,2.00000,-104.04823,36.39397,12.47905,32.24219,0.00000,8.15875,-1.81016,-0.83887
obs_wrf-s3cn_arw_20150529-0000_21_23_003_02,obs_wrf-s3cn_arw_20150529-0000_21_23_003,2015-05-29 23:00:00,23.00000,23.00000,3.00000,-103.91160,36.28339,10.59446,23.12109,0.00000,6.34308,-1.88460,-9.12109
obs_wrf-s3cn_arw_20150529-0000_22_22_004_00,obs_wrf-s3cn_arw_20150529-0000_22_22_004,2015-05-29 22:00:00,22.00000,22.00000,1.00000,-102.34595,27.92425,12.76766,38.62598,0.00000,9.91267,0.00000,0.00000
obs_wrf-s3cn_arw_20150529-0000_22_25_005_00,obs_wrf-s3cn_arw_20150529-0000_22_25_005,2015-05-29 22:00:00,22.00000,22.00000,1.00000,-104.29601,34.95151,12.93835,29.60645,0.00000,7.61369,0.00000,0.00000
obs_wrf-s3cn_arw_20150529-0000_22_25_005_01,obs_wrf-s3cn_arw_20150529-0000_22_25_005,2015-05-29 23:00:00,23.00000,23.00000,2.00000,-104.04677,34.73139,15.24789,62.23145,0.00000,15.47213,2.30954,32.62500
obs_wrf-s3cn_arw_20150529-0000_22_25_005_02,obs_wrf-s3cn_arw_20150529-0000_22_25_005,2015-05-30 00:00:00,24.00000,0.00000,3.00000,-103.82447,34.50828,17.41626,61.77734,0.00000,12.10239,2.16837,-0.45410
obs_wrf-s3cn_arw_20150529-0000_22_25_005_03,obs_wrf-s3cn_arw_20150529-0000_22_25_005,2015-05-30 01:00:00,25.00000,1.00000,4.00000,-103.56755,34.36176,14.94989,45.44336,0.00000,9.88701,-2.46637,-16.33398
obs_wrf-s3cn_arw_20150529-0000_23_25_006_00,obs_wrf-s3cn_arw_20150529-0000_23_25_006,2015-05-29 23:00:00,23.00000,23.00000,1.00000,-102.31011,29.27050,14.70961,38.57910,0.00000,13.08450,0.00000,0.00000
obs_wrf-s3cn_arw_20150529-0000_23_25_006_01,obs_wrf-s3cn_arw_20150529-0000_23_25_006,2015-05-30 00:00:00,24.00000,0.00000,2.00000,-102.37712,28.91960,12.46562,41.63379,0.00000,9.17876,-2.24399,3.05469
obs_wrf-s3cn_arw_20150529-0000_23_25_006_02,obs_wrf-s3cn_arw_20150529-0000_23_25_006,2015-05-30 01:00:00,25.00000,1.00000,3.00000,-102.71979,28.64562,14.35685,57.02051,0.00000,12.83078,1.89124,15.38672
obs_wrf-s3cn_arw_20150529-0000_23_23_007_00,obs_wrf-s3cn_arw_20150529-0000_23_23_007,2015-05-29 23:00:00,23.00000,23.00000,1.00000,-93.33558,33.33715,10.64939,22.11328,2.29590,5.44060,0.00000,0.00000
obs_wrf-s3cn_arw_20150529-0000_23_24_008_00,obs_wrf-s3cn_arw_20150529-0000_23_24_008,2015-05-29 23:00:00,23.00000,23.00000,1.00000,-99.86629,40.29073,12.33232,31.09375,0.75293,7.86550,0.00000,0.00000
obs_wrf-s3cn_arw_20150529-0000_23_24_008_01,obs_wrf-s3cn_arw_20150529-0000_23_24_008,2015-05-30 00:00:00,24.00000,0.00000,2.00000,-98.94282,39.86150,11.79597,31.89941,0.00000,8.29042,-0.53634,0.80566
obs_wrf-s3cn_arw_20150529-0000_24_25_009_00,obs_wrf-s3cn_arw_20150529-0000_24_25_009,2015-05-30 00:00:00,24.00000,0.00000,1.00000,-101.43111,26.63736,16.58711,62.96875,0.00000,15.65678,0.00000,0.00000
obs_wrf-s3cn_arw_20150529-0000_24_25_009_01,obs_wrf-s3cn_arw_20150529-0000_24_25_009,2015-05-30 01:00:00,25.00000,1.00000,2.00000,-101.52750,26.56112,13.31207,31.82227,0.00000,8.45506,-3.27504,-31.14648
obs_wrf-s3cn_arw_20150529-0000_24_27_010_00,obs_wrf-s3cn_arw_20150529-0000_24_27_010,2015-05-30 00:00:00,24.00000,0.00000,1.00000,-102.39172,27.37554,15.86399,73.03027,0.00000,18.17887,0.00000,0.00000
obs_wrf-s3cn_arw_20150529-0000_24_27_010_01,obs_wrf-s3cn_arw_20150529-0000_24_27_010,2015-05-30 01:00:00,25.00000,1.00000,2.00000,-102.86237,27.07571,15.60083,50.83887,0.00000,10.58192,-0.26316,-22.19141
obs_wrf-s3cn_arw_20150529-0000_24_27_010_02,obs_wrf-s3cn_arw_20150529-0000_24_27_010,2015-05-30 02:00:00,26.00000,2.00000,3.00000,-102.74619,26.89532,16.51271,88.30566,0.00000,15.70139,0.91188,37.46680
obs_wrf-s3cn_arw_20150529-0000_24_27_010_03,obs_wrf-s3cn_arw_20150529-0000_24_27_010,2015-05-30 03:00:00,27.00000,3.00000,4.00000,-102.65813,26.73960,14.19991,56.50586,0.00000,12.33905,-2.31279,-31.79980
obs_wrf-s3cn_arw_20150529-0000_24_24_011_00,obs_wrf-s3cn_arw_20150529-0000_24_24_011,2015-05-30 00:00:00,24.00000,0.00000,1.00000,-103.19523,30.38802,15.30549,39.12207,0.00000,9.85939,0.00000,0.00000
obs_wrf-s3cn_arw_20150529-0000_24_24_012_00,obs_wrf-s3cn_arw_20150529-0000_24_24_012,2015-05-30 00:00:00,24.00000,0.00000,1.00000,-93.01153,31.84955,10.28678,22.42188,0.00000,5.61830,0.00000,0.00000
obs_wrf-s3cn_arw_20150529-0000_24_25_013_00,obs_wrf-s3cn_arw_20150529-0000_24_25_013,2015-05-30 00:00:00,24.00000,0.00000,1.00000,-103.59946,34.03030,14.62843,53.47656,0.01953,12.97604,0.00000,0.00000
obs_wrf-s3cn_arw_20150529-0000_24_25_013_01,obs_wrf-s3cn_arw_20150529-0000_24_25_013,2015-05-30 01:00:00,25.00000,1.00000,2.00000,-103.51729,33.95469,15.72808,66.79297,0.00000,16.02215,1.09966,13.31641
obs_wrf-s3cn_arw_20150529-0000_24_24_014_00,obs_wrf-s3cn_arw_20150529-0000_24_24_014,2015-05-30 00:00:00,24.00000,0.00000,1.00000,-93.08726,34.47406,9.60512,25.79297,2.27832,4.68700,0.00000,0.00000
obs_wrf-s3cn_arw_20150529-0000_24_24_015_00,obs_wrf-s3cn_arw_20150529-0000_24_24_015,2015-05-30 00:00:00,24.00000,0.00000,1.00000,-104.51862,37.76804,12.62411,29.33691,0.00000,6.25944,0.00000,0.00000
obs_wrf-s3cn_arw_20150529-0000_24_25_016_00,obs_wrf-s3cn_arw_20150529-0000_24_25_016,2015-05-30 00:00:00,24.00000,0.00000,1.00000,-99.45910,39.94571,10.40542,17.22266,1.78613,4.61759,0.00000,0.00000
obs_wrf-s3cn_arw_20150529-0000_24_25_016_01,obs_wrf-s3cn_arw_20150529-0000_24_25_016,2015-05-30 01:00:00,25.00000,1.00000,2.00000,-98.63758,39.66116,9.54415,33.93750,0.25195,6.04340,-0.86126,16.71484
obs_wrf-s3cn_arw_20150529-0000_24_25_017_00,obs_wrf-s3cn_arw_20150529-0000_24_25_017,2015-05-30 00:00:00,24.00000,0.00000,1.00000,-98.05367,39.98982,14.75480,37.81934,0.00000,10.07663,0.00000,0.00000
obs_wrf-s3cn_arw_20150529-0000_24_25_017_01,obs_wrf-s3cn_arw_20150529-0000_24_25_017,2015-05-30 01:00:00,25.00000,1.00000,2.00000,-97.67940,39.92699,14.06812,43.97754,0.00000,10.78740,-0.68668,6.15820
obs_wrf-s3cn_arw_20150529-0000_25_25_018_00,obs_wrf-s3cn_arw_20150529-0000_25_25_018,2015-05-30 01:00:00,25.00000,1.00000,1.00000,-102.06827,26.47746,14.60427,40.98145,0.30762,10.92875,0.00000,0.00000
obs_wrf-s3cn_arw_20150529-0000_25_25_019_00,obs_wrf-s3cn_arw_20150529-0000_25_25_019,2015-05-30 01:00:00,25.00000,1.00000,1.00000,-103.88789,33.50470,13.44881,28.79102,0.00000,6.80854,0.00000,0.00000
obs_wrf-s3cn_arw_20150529-0000_25_25_020_00,obs_wrf-s3cn_arw_20150529-0000_25_25_020,2015-05-30 01:00:00,25.00000,1.00000,1.00000,-118.27093,48.46153,14.63699,46.74805,0.00000,10.73811,0.00000,0.00000
obs_wrf-s3cn_arw_20150529-0000_26_27_021_00,obs_wrf-s3cn_arw_20150529-0000_26_27_021,2015-05-30 02:00:00,26.00000,2.00000,1.00000,-103.32477,33.45932,22.71427,51.45605,2.45898,10.54087,0.00000,0.00000
