Step_ID,Track_ID,Date,Forecast_Hour,Valid_Hour_UTC,Duration,Centroid_Lon,Centroid_Lat,uh_max_mean,uh_max_max,uh_max_min,uh_max_std,uh_max_mean_dt,uh_max_max_dt,r10cmx_mean,r10cmx_max,r10cmx_min,r10cmx_std,r10cmx_mean_dt,r10cmx_max_dt,wupmax_mean,wupmax_max,wupmax_min,wupmax_std,wupmax_mean_dt,wupmax_max_dt,cqgmax_mean,cqgmax_max,cqgmax_min,cqgmax_std,cqgmax_mean_dt,cqgmax_max_dt,wdnmax_mean,wdnmax_max,wdnmax_min,wdnmax_std,wdnmax_mean_dt,wdnmax_max_dt,mlcape_mean,mlcape_max,mlcape_min,mlcape_std,mlcape_mean_dt,mlcape_max_dt,mlcins_mean,mlcins_max,mlcins_min,mlcins_std,mlcins_mean_dt,mlcins_max_dt,sblcl_mean,sblcl_max,sblcl_min,sblcl_std,sblcl_mean_dt,sblcl_max_dt,srh03_mean,srh03_max,srh03_min,srh03_std,srh03_mean_dt,srh03_max_dt,shr06_mean,shr06_max,shr06_min,shr06_std,shr06_mean_dt,shr06_max_dt,tmp500_mean,tmp500_max,tmp500_min,tmp500_std,tmp500_mean_dt,tmp500_max_dt,tmp700_mean,tmp700_max,tmp700_min,tmp700_std,tmp700_mean_dt,tmp700_max_dt,dewp2m_mean,dewp2m_max,dewp2m_min,dewp2m_std,dewp2m_mean_dt,dewp2m_max_dt,temp2m_mean,temp2m_max,temp2m_min,temp2m_std,temp2m_mean_dt,temp2m_max_dt,sph850_mean,sph850_max,sph850_min,sph850_std,sph850_mean_dt,sph850_max_dt,sph500_mean,sph500_max,sph500_min,sph500_std,sph500_mean_dt,sph500_max_dt,lllr_mean,lllr_max,lllr_min,lllr_std,lllr_mean_dt,lllr_max_dt,lr75_mean,lr75_max,lr75_min,lr75_std,lr75_mean_dt,lr75_max_dt,Hail_Size
wrf-s3cn_arw_uh_max_20150601-0000_19_20_000_00,wrf-s3cn_arw_uh_max_20150601-0000_19_20_000,2015-06-01 19:00:00,19.00000,19.00000,1.00000,-112.70648,44.67090,44.83254,97.23143,10.89471,23.59295,0.00000,0.00000,41.73069,59.81436,4.51063,13.29593,0.00000,0.00000,9.37607,14.63117,1.65588,3.45030,0.00000,0.00000,4.13929,11.53576,0.01582,3.08205,0.00000,0.00000,-2.16477,-0.24923,-3.51793,0.91203,0.00000,0.00000,248.46635,587.38690,69.57630,155.01537,0.00000,0.00000,-64.83087,-1.61731,-117.13014,40.27143,0.00000,0.00000,3344.06641,3439.79468,3186.28247,65.08952,0.00000,0.00000,244.29816,316.80374,169.45644,36.69470,0.00000,0.00000,0.00328,0.00360,0.00298,0.00016,0.00000,0.00000,-12.72960,-12.51780,-12.92397,0.08083,0.00000,0.00000,6.96126,7.75972,6.29088,0.39670,0.00000,0.00000,44.77448,46.24806,42.14466,0.91262,0.00000,0.00000,63.18480,66.05806,58.52561,2.16971,0.00000,0.00000,-9999.00000,-9999.00000,-9999.00000,0.00000,0.00000,0.00000,2.18515,2.37054,2.03888,0.07180,0.00000,0.00000,-8.26061,-8.12645,-8.47977,0.08822,0.00000,0.00000,-7.37945,-7.12611,-7.71023,0.14671,0.00000,0.00000,22.98438
wrf-s3cn_arw_uh_max_20150601-0000_19_20_000_01,wrf-s3cn_arw_uh_max_20150601-0000_19_20_000,2015-06-01 20:00:00,20.00000,20.00000,2.00000,-112.41214,44.76577,50.00404,98.30166,9.06885,21.98791,5.17150,1.07023,52.77993,59.41554,26.69130,5.73420,11.04924,-0.39882,11.80018,20.93196,3.87336,3.81270,2.42411,6.30079,5.51084,11.35697,1.27732,1.97614,1.37154,-0.17879,-4.80066,-1.56090,-7.62464,1.31006,-2.63588,-1.31167,598.67902,1114.72388,1.55481,257.06424,350.21265,527.33698,-11.77365,0.00000,-109.62426,16.35728,53.05722,1.61731,3505.53369,3850.79199,2961.30005,149.02797,161.46729,410.99731,273.13965,662.88312,132.84982,90.98051,28.84149,346.07938,0.00385,0.00635,0.00250,0.00067,0.00058,0.00275,-12.64428,-10.65582,-13.26193,0.37203,0.08532,1.86198,7.38626,9.39287,4.60228,0.88427,0.42500,1.63315,44.08532,46.38847,40.90799,1.51710,-0.68916,0.14041,63.56119,67.73973,56.81597,2.72350,0.37639,1.68167,-9999.00000,-9999.00000,-9999.00000,0.00000,0.00000,0.00000,2.19456,3.08060,1.80519,0.21884,0.00941,0.71006,-8.77014,-7.41867,-9.37132,0.34842,-0.50953,0.70778,-7.50384,-5.74567,-8.36274,0.39767,-0.12439,1.38045,22.98438
wrf-s3cn_arw_uh_max_20150601-0000_20_21_001_00,wrf-s3cn_arw_uh_max_20150601-0000_20_21_001,2015-06-01 20:00:00,20.00000,20.00000,1.00000,-110.31547,40.49361,41.19638,96.31688,0.11789,22.32422,0.00000,0.00000,24.78513,37.53355,9.10740,6.36939,0.00000,0.00000,10.61150,16.70932,1.13337,4.90059,0.00000,0.00000,0.83765,1.89892,0.11322,0.48236,0.00000,0.00000,-2.53897,-0.66709,-6.01051,1.20180,0.00000,0.00000,474.99658,702.36133,284.56564,118.40148,0.00000,0.00000,-6.70056,0.00000,-20.30487,5.69526,0.00000,0.00000,4366.88477,4513.05957,4191.43359,90.46725,0.00000,0.00000,80.44397,99.36435,59.67432,7.11683,0.00000,0.00000,0.00293,0.00327,0.00223,0.00022,0.00000,0.00000,-11.36332,-10.84963,-12.19250,0.34388,0.00000,0.00000,12.01919,12.61805,11.68121,0.22208,0.00000,0.00000,40.39067,43.58723,37.71432,1.57296,0.00000,0.00000,70.01354,74.90178,60.77100,3.78267,0.00000,0.00000,-9999.00000,-9999.00000,-9999.00000,0.00000,0.00000,0.00000,2.11461,2.63103,1.78932,0.22632,0.00000,0.00000,-9.87206,-9.58125,-10.33632,0.18809,0.00000,0.00000,-8.68196,-8.36132,-9.04919,0.17610,0.00000,0.00000,44.93164
wrf-s3cn_arw_uh_max_20150601-0000_20_21_001_01,wrf-s3cn_arw_uh_max_20150601-0000_20_21_001,2015-06-01 21:00:00,21.00000,21.00000,2.00000,-110.12051,40.60440,45.06474,103.75446,0.95375,30.52359,3.86836,7.43758,27.64551,38.54585,9.82919,7.82677,2.86039,1.01230,8.99681,16.73896,1.13207,4.35672,-1.61470,0.02964,0.93123,1.92341,0.28107,0.43873,0.09358,0.02449,-2.24426,-1.03943,-4.16881,0.72719,0.29472,-0.37234,234.48683,372.71536,2.17513,98.66834,-240.50975,-329.64597,-6.81264,0.00000,-35.68662,7.87668,-0.11208,0.00000,4446.14990,4719.32227,4201.33594,133.48936,79.26514,206.26270,94.16225,241.37650,6.11059,44.47923,13.71828,142.01215,0.00280,0.00467,0.00169,0.00074,-0.00013,0.00141,-11.62440,-9.21211,-12.57088,0.77913,-0.26108,1.63752,-2053.77002,12.74988,-9999.00000,4051.28809,-2065.78931,0.13183,37.22757,41.84913,32.01955,2.25155,-3.16310,-1.73809,60.27787,71.75260,50.85183,5.20654,-9.73568,-3.14918,-9999.00000,-9999.00000,-9999.00000,0.00000,0.00000,0.00000,2.47073,3.49007,1.85962,0.40572,0.35612,0.85903,-9.08714,-7.72162,-9.75878,0.43271,0.78492,1.85963,-2070.24438,-7.70174,-9999.00000,4042.88794,-2061.56250,0.65958,52.21191
wrf-s3cn_arw_uh_max_20150601-0000_20_20_002_00,wrf-s3cn_arw_uh_max_20150601-0000_20_20_002,2015-06-01 20:00:00,20.00000,20.00000,1.00000,-75.69993,40.23854,36.06182,63.44453,7.73286,15.29910,0.00000,0.00000,46.25484,61.70169,23.73429,9.38591,0.00000,0.00000,11.68867,18.05962,5.24117,3.02517,0.00000,0.00000,6.29093,15.91800,0.65754,4.09895,0.00000,0.00000,-2.64278,-1.46653,-5.78367,1.06186,0.00000,0.00000,1023.24078,1635.41162,67.28478,489.56122,0.00000,0.00000,-16.91429,0.00000,-156.28441,30.62614,0.00000,0.00000,601.47467,953.11328,165.82153,234.06934,0.00000,0.00000,169.09842,306.08090,75.36894,67.31686,0.00000,0.00000,0.00303,0.00462,0.00200,0.00067,0.00000,0.00000,-9.54885,-8.66439,-9.98673,0.29802,0.00000,0.00000,4.77528,7.35800,4.05794,0.74248,0.00000,0.00000,69.55606,71.87340,66.71685,1.73662,0.00000,0.00000,76.08798,82.86648,67.88300,5.18170,0.00000,0.00000,11.10476,13.15347,9.19911,1.36519,0.00000,0.00000,3.25296,3.67277,2.82679,0.20868,0.00000,0.00000,-6.53715,-4.27056,-7.86538,1.08975,0.00000,0.00000,-5.34903,-5.05355,-5.96707,0.24093,0.00000,0.00000,24.49121
wrf-s3cn_arw_uh_max_20150601-0000_20_23_003_00,wrf-s3cn_arw_uh_max_20150601-0000_20_23_003,2015-06-01 20:00:00,20.00000,20.00000,1.00000,-114.76383,42.30110,40.55482,104.83273,0.00000,27.19510,0.00000,0.00000,31.82060,52.53379,17.25593,8.40148,0.00000,0.00000,8.84251,18.74376,0.72128,4.84113,0.00000,0.00000,1.29345,5.75365,0.30303,1.08398,0.00000,0.00000,-2.50584,-0.28044,-5.03053,1.25510,0.00000,0.00000,792.51514,1076.24353,418.43625,165.01018,0.00000,0.00000,-23.22676,0.00000,-48.42189,11.97840,0.00000,0.00000,3342.51807,3460.41162,3207.59717,69.26217,0.00000,0.00000,19.33015,168.71307,-37.92547,57.46449,0.00000,0.00000,0.00474,0.00569,0.00184,0.00059,0.00000,0.00000,-13.70286,-11.49880,-14.52323,0.48665,0.00000,0.00000,6.88340,7.38971,6.16882,0.27710,0.00000,0.00000,45.30148,47.58163,43.15376,1.17368,0.00000,0.00000,74.92648,78.15763,67.41141,2.82552,0.00000,0.00000,-5871.32568,7.74219,-9999.00000,4926.03320,0.00000,0.00000,1.87983,2.84946,1.11330,0.34610,0.00000,0.00000,-9.23403,-8.29640,-9.55541,0.24575,0.00000,0.00000,-7.73414,-6.67159,-8.11552,0.24300,0.00000,0.00000,18.06152
wrf-s3cn_arw_uh_max_20150601-0000_20_23_003_01,wrf-s3cn_arw_uh_max_20150601-0000_20_23_003,2015-06-01 21:00:00,21.00000,21.00000,2.00000,-114.21204,42.35537,64.91142,199.42368,3.08921,48.18671,24.35661,94.59094,31.95634,52.76204,8.17010,10.98674,0.13574,0.22824,12.21343,25.38021,3.31856,5.60720,3.37092,6.63645,1.45159,4.21208,0.19599,0.99582,0.15814,-1.54157,-3.61746,-0.81058,-6.80275,1.36738,-1.11161,-0.53014,853.72968,1392.05811,384.42920,179.77679,61.21454,315.81458,-36.77086,0.00000,-91.49442,21.67959,-13.54410,0.00000,3433.09229,3616.31641,3312.71753,64.14387,90.57422,155.90479,128.68698,267.79779,26.10698,61.68649,109.35683,99.08472,0.00453,0.00534,0.00346,0.00038,-0.00022,-0.00035,-13.47722,-10.45181,-14.49399,0.58210,0.22564,1.04699,7.90489,9.03913,7.00257,0.43654,1.02149,1.64942,46.45824,49.23436,43.10833,1.70640,1.15676,1.65273,74.71499,80.48997,64.32133,4.61039,-0.21149,2.33234,-5996.45361,7.68360,-9999.00000,4902.09814,-125.12793,-0.05858,1.78362,3.13243,1.08597,0.36429,-0.09621,0.28298,-9.15126,-8.32970,-9.55927,0.24698,0.08277,-0.03330,-8.01204,-6.62212,-8.46060,0.31837,-0.27789,0.04947,30.92383
wrf-s3cn_arw_uh_max_20150601-0000_20_23_003_02,wrf-s3cn_arw_uh_max_20150601-0000_20_23_003,2015-06-01 22:00:00,22.00000,22.00000,3.00000,-113.77252,42.57142,65.41880,207.14211,1.55517,45.70082,0.50738,7.71843,37.52875,58.11629,20.49918,9.27348,5.57241,5.35425,14.43400,28.51997,2.78970,5.90045,2.22057,3.13976,2.00295,8.01876,0.30229,1.73774,0.55136,3.80668,-4.33432,-0.89192,-11.73994,2.26525,-0.71686,-0.08134,672.36157,1032.43640,149.13521,228.76424,-181.36810,-359.62170,-42.36795,-0.34669,-106.33857,28.84437,-5.59708,-0.34669,3527.58643,3874.70630,2957.78467,196.75771,94.49414,258.38989,122.15643,341.61392,26.71794,81.56641,-6.53055,73.81613,0.00426,0.00718,0.00102,0.00108,-0.00027,0.00184,-13.24493,-9.50372,-14.93144,1.03597,0.23228,0.94809,8.76445,10.26930,6.02001,0.74918,0.85956,1.23017,46.89481,51.93206,42.07084,1.78267,0.43657,2.69769,79.11849,83.14949,71.83225,3.21713,4.40350,2.65952,-60.54003,8.27959,-9999.00000,819.71057,5935.91357,0.59599,2.10878,3.40602,1.13904,0.50702,0.32516,0.27359,-9.24519,-7.85797,-10.08461,0.55989,-0.09393,0.47173,-8.24252,-6.09503,-8.76680,0.51392,-0.23048,0.52708,51.90137
wrf-s3cn_arw_uh_max_20150601-0000_20_23_003_03,wrf-s3cn_arw_uh_max_20150601-0000_20_23_003,2015-06-01 23:00:00,23.00000,23.00000,4.00000,-113.42668,42.93796,38.77908,95.32530,0.00000,22.05946,-26.63972,-111.81680,36.97874,52.48808,30.46260,5.51728,-0.55001,-5.62820,9.18153,15.66581,3.54672,2.77140,-5.25247,-12.85416,1.20089,3.96417,0.53111,0.70813,-0.80206,-4.05459,-3.04532,-1.72093,-4.31595,0.59342,1.28900,-0.82901,28.53319,293.99661,0.00000,61.68843,-643.82837,-738.43982,-159.51453,0.00000,-421.55957,148.91972,-117.14658,0.34669,3709.23584,4084.34814,3331.22144,174.00998,181.64941,209.64185,49.46553,175.48946,-46.48268,46.53058,-72.69090,-166.12447,0.00327,0.00605,0.00028,0.00159,-0.00099,-0.00113,-11.29251,-10.00262,-13.12878,0.70898,1.95243,-0.49890,8.20980,9.57137,5.02104,1.16831,-0.55465,-0.69793,39.77874,43.39161,35.03047,2.06887,-7.11607,-8.54044,72.82239,78.35115,68.26779,2.76223,-6.29610,-4.79834,-5622.02637,6.30674,-9999.00000,4963.02148,-5561.48633,-1.97285,2.86670,3.26046,2.33935,0.20418,0.75791,-0.14556,-8.58304,-7.52007,-9.75160,0.57927,0.66215,0.33790,-7.30772,-6.10435,-8.50171,0.54831,0.93480,-0.00931,38.20801
wrf-s3cn_arw_uh_max_20150601-0000_20_20_004_00,wrf-s3cn_arw_uh_max_20150601-0000_20_20_004,2015-06-01 20:00:00,20.00000,20.00000,1.00000,-117.77157,43.82305,41.37413,95.79222,0.00000,25.46400,0.00000,0.00000,41.21332,61.24250,4.15558,12.25631,0.00000,0.00000,11.60377,20.31384,3.32524,5.08216,0.00000,0.00000,4.33297,17.51487,0.09108,3.97698,0.00000,0.00000,-2.97537,-1.04021,-5.38416,1.08436,0.00000,0.00000,733.45117,1131.88184,226.68500,222.82510,0.00000,0.00000,-31.16914,-0.72146,-63.61589,16.48056,0.00000,0.00000,2669.82642,2817.48291,2496.28784,89.89011,0.00000,0.00000,83.31421,295.60699,-4.53470,84.66172,0.00000,0.00000,0.00317,0.00509,0.00178,0.00060,0.00000,0.00000,-15.66104,-13.08237,-16.44051,0.47849,0.00000,0.00000,3.98990,4.54942,3.33679,0.33645,0.00000,0.00000,48.64135,51.27018,46.04822,1.47747,0.00000,0.00000,74.10632,79.07065,66.58628,3.17587,0.00000,0.00000,-349.65054,8.70374,-9999.00000,1857.01819,0.00000,0.00000,1.06561,2.47235,0.61851,0.44561,0.00000,0.00000,-9.09327,-7.55223,-9.31853,0.24329,0.00000,0.00000,-7.46325,-6.38143,-7.73578,0.22406,0.00000,0.00000,32.30176
