Obs_Track_ID,Start_Date,End_Date,Duration,Track_ID
obs_wrf-s3cn_arw_20150522-0000_15_15_000,2015-05-22 15:00:00,2015-05-22 15:00:00,1.00000,None
obs_wrf-s3cn_arw_20150522-0000_20_22_001,2015-05-22 20:00:00,2015-05-22 22:00:00,3.00000,None
obs_wrf-s3cn_arw_20150522-0000_20_20_002,2015-05-22 20:00:00,2015-05-22 20:00:00,1.00000,None
obs_wrf-s3cn_arw_20150522-0000_21_21_003,2015-05-22 21:00:00,2015-05-22 21:00:00,1.00000,None
obs_wrf-s3cn_arw_20150522-0000_21_21_004,2015-05-22 21:00:00,2015-05-22 21:00:00,1.00000,None
obs_wrf-s3cn_arw_20150522-0000_22_22_005,2015-05-22 22:00:00,2015-05-22 22:00:00,1.00000,None
obs_wrf-s3cn_arw_20150522-0000_22_22_006,2015-05-22 22:00:00,2015-05-22 22:00:00,1.00000,None
obs_wrf-s3cn_arw_20150522-0000_22_22_007,2015-05-22 22:00:00,2015-05-22 22:00:00,1.00000,wrf-s3cn_arw_uh_max_20150522-0000_25_25_005
obs_wrf-s3cn_arw_20150522-0000_22_22_008,2015-05-22 22:00:00,2015-05-22 22:00:00,1.00000,wrf-s3cn_arw_uh_max_20150522-0000_21_22_002
obs_wrf-s3cn_arw_20150522-0000_22_22_009,2015-05-22 22:00:00,2015-05-22 22:00:00,1.00000,wrf-s3cn_arw_uh_max_20150522-0000_25_25_006
obs_wrf-s3cn_arw_20150522-0000_24_27_010,2015-05-23 00:00:00,2015-05-23 03:00:00,4.00000,None
obs_wrf-s3cn_arw_20150522-0000_24_25_011,2015-05-23 00:00:00,2015-05-23 01:00:00,2.00000,wrf-s3cn_arw_uh_max_20150522-0000_27_27_009
obs_wrf-s3cn_arw_20150522-0000_25_28_012,2015-05-23 01:00:00,2015-05-23 04:00:00,4.00000,wrf-s3cn_arw_uh_max_20150522-0000_21_23_001
obs_wrf-s3cn_arw_20150522-0000_25_25_013,2015-05-23 01:00:00,2015-05-23 01:00:00,1.00000,None
obs_wrf-s3cn_arw_20150522-0000_27_27_014,2015-05-23 03:00:00,2015-05-23 03:00:00,1.00000,None
obs_wrf-s3cn_arw_20150522-0000_27_28_015,2015-05-23 03:00:00,2015-05-23 04:00:00,2.00000,None
obs_wrf-s3cn_arw_20150522-0000_28_28_016,2015-05-23 04:00:00,2015-05-23 04:00:00,1.00000,wrf-s3cn_arw_uh_max_20150522-0000_28_28_011
obs_wrf-s3cn_arw_20150522-0000_30_30_017,2015-05-23 06:00:00,2015-05-23 06:00:00,1.00000,None
obs_wrf-s3cn_arw_20150522-0000_30_30_018,2015-05-23 06:00:00,2015-05-23 06:00:00,1.00000,None
obs_wrf-s3cn_arw_20150522-0000_30_31_019,2015-05-23 06:00:00,2015-05-23 07:00:00,2.00000,wrf-s3cn_arw_uh_max_20150522-0000_30_30_013
obs_wrf-s3cn_arw_20150522-0000_30_32_020,2015-05-23 06:00:00,2015-05-23 08:00:00,3.00000,wrf-s3cn_arw_uh_max_20150522-0000_20_24_000
obs_wrf-s3cn_arw_20150522-0000_31_31_021,2015-05-23 07:00:00,2015-05-23 07:00:00,1.00000,wrf-s3cn_arw_uh_max_20150522-0000_31_31_014
obs_wrf-s3cn_arw_20150522-0000_34_34_022,2015-05-23 10:00:00,2015-05-23 10:00:00,1.00000,wrf-s3cn_arw_uh_max_20150522-0000_29_29_012
obs_wrf-s3cn_arw_20150522-0000_35_35_023,2015-05-23 11:00:00,2015-05-23 11:00:00,1.00000,wrf-s3cn_arw_uh_max_20150522-0000_32_32_015
