Obs_Track_ID,Start_Date,End_Date,Duration,Track_ID
obs_wrf-s3cn_arw_20150601-0000_16_16_000,2015-06-01 16:00:00,2015-06-01 16:00:00,1.00000,wrf-s3cn_arw_uh_max_20150601-0000_21_21_009
obs_wrf-s3cn_arw_20150601-0000_16_16_001,2015-06-01 16:00:00,2015-06-01 16:00:00,1.00000,wrf-s3cn_arw_uh_max_20150601-0000_21_21_013
obs_wrf-s3cn_arw_20150601-0000_16_16_002,2015-06-01 16:00:00,2015-06-01 16:00:00,1.00000,None
obs_wrf-s3cn_arw_20150601-0000_16_16_003,2015-06-01 16:00:00,2015-06-01 16:00:00,1.00000,None
obs_wrf-s3cn_arw_20150601-0000_19_20_004,2015-06-01 19:00:00,2015-06-01 20:00:00,2.00000,None
obs_wrf-s3cn_arw_20150601-0000_20_21_005,2015-06-01 20:00:00,2015-06-01 21:00:00,2.00000,None
obs_wrf-s3cn_arw_20150601-0000_20_20_006,2015-06-01 20:00:00,2015-06-01 20:00:00,1.00000,wrf-s3cn_arw_uh_max_20150601-0000_23_23_019
obs_wrf-s3cn_arw_20150601-0000_20_20_007,2015-06-01 20:00:00,2015-06-01 20:00:00,1.00000,wrf-s3cn_arw_uh_max_20150601-0000_20_20_002
obs_wrf-s3cn_arw_20150601-0000_20_20_008,2015-06-01 20:00:00,2015-06-01 20:00:00,1.00000,wrf-s3cn_arw_uh_max_20150601-0000_20_20_004
obs_wrf-s3cn_arw_20150601-0000_20_20_009,2015-06-01 20:00:00,2015-06-01 20:00:00,1.00000,wrf-s3cn_arw_uh_max_20150601-0000_19_20_000
obs_wrf-s3cn_arw_20150601-0000_21_22_010,2015-06-01 21:00:00,2015-06-01 22:00:00,2.00000,wrf-s3cn_arw_uh_max_20150601-0000_20_21_001
obs_wrf-s3cn_arw_20150601-0000_21_21_011,2015-06-01 21:00:00,2015-06-01 21:00:00,1.00000,wrf-s3cn_arw_uh_max_20150601-0000_21_21_005
obs_wrf-s3cn_arw_20150601-0000_21_21_012,2015-06-01 21:00:00,2015-06-01 21:00:00,1.00000,wrf-s3cn_arw_uh_max_20150601-0000_21_21_006
