Obs_Track_ID,Start_Date,End_Date,Duration,Track_ID
obs_wrf-s3cn_arw_20150603-0000_19_19_000,2015-06-03 19:00:00,2015-06-03 19:00:00,1.00000,wrf-s3cn_arw_uh_max_20150603-0000_18_18_002
obs_wrf-s3cn_arw_20150603-0000_19_20_001,2015-06-03 19:00:00,2015-06-03 20:00:00,2.00000,None
obs_wrf-s3cn_arw_20150603-0000_19_20_002,2015-06-03 19:00:00,2015-06-03 20:00:00,2.00000,wrf-s3cn_arw_uh_max_20150603-0000_18_19_003
obs_wrf-s3cn_arw_20150603-0000_21_21_003,2015-06-03 21:00:00,2015-06-03 21:00:00,1.00000,None
obs_wrf-s3cn_arw_20150603-0000_22_22_004,2015-06-03 22:00:00,2015-06-03 22:00:00,1.00000,None
obs_wrf-s3cn_arw_20150603-0000_22_23_005,2015-06-03 22:00:00,2015-06-03 23:00:00,2.00000,wrf-s3cn_arw_uh_max_20150603-0000_25_25_016
obs_wrf-s3cn_arw_20150603-0000_23_24_006,2015-06-03 23:00:00,2015-06-04 00:00:00,2.00000,wrf-s3cn_arw_uh_max_20150603-0000_25_26_015
obs_wrf-s3cn_arw_20150603-0000_23_23_007,2015-06-03 23:00:00,2015-06-03 23:00:00,1.00000,wrf-s3cn_arw_uh_max_20150603-0000_23_23_010
obs_wrf-s3cn_arw_20150603-0000_23_23_008,2015-06-03 23:00:00,2015-06-03 23:00:00,1.00000,None
obs_wrf-s3cn_arw_20150603-0000_23_25_009,2015-06-03 23:00:00,2015-06-04 01:00:00,3.00000,wrf-s3cn_arw_uh_max_20150603-0000_24_24_011
obs_wrf-s3cn_arw_20150603-0000_23_23_010,2015-06-03 23:00:00,2015-06-03 23:00:00,1.00000,wrf-s3cn_arw_uh_max_20150603-0000_22_22_008
obs_wrf-s3cn_arw_20150603-0000_23_24_011,2015-06-03 23:00:00,2015-06-04 00:00:00,2.00000,wrf-s3cn_arw_uh_max_20150603-0000_20_23_007
obs_wrf-s3cn_arw_20150603-0000_24_24_012,2015-06-04 00:00:00,2015-06-04 00:00:00,1.00000,wrf-s3cn_arw_uh_max_20150603-0000_28_28_024
obs_wrf-s3cn_arw_20150603-0000_24_26_013,2015-06-04 00:00:00,2015-06-04 02:00:00,3.00000,wrf-s3cn_arw_uh_max_20150603-0000_12_13_000
obs_wrf-s3cn_arw_20150603-0000_25_25_014,2015-06-04 01:00:00,2015-06-04 01:00:00,1.00000,wrf-s3cn_arw_uh_max_20150603-0000_31_31_031
obs_wrf-s3cn_arw_20150603-0000_25_29_015,2015-06-04 01:00:00,2015-06-04 05:00:00,5.00000,wrf-s3cn_arw_uh_max_20150603-0000_20_21_004
obs_wrf-s3cn_arw_20150603-0000_25_26_016,2015-06-04 01:00:00,2015-06-04 02:00:00,2.00000,wrf-s3cn_arw_uh_max_20150603-0000_24_24_012
obs_wrf-s3cn_arw_20150603-0000_25_26_017,2015-06-04 01:00:00,2015-06-04 02:00:00,2.00000,wrf-s3cn_arw_uh_max_20150603-0000_24_24_013
obs_wrf-s3cn_arw_20150603-0000_26_26_018,2015-06-04 02:00:00,2015-06-04 02:00:00,1.00000,wrf-s3cn_arw_uh_max_20150603-0000_12_12_001
obs_wrf-s3cn_arw_20150603-0000_26_31_019,2015-06-04 02:00:00,2015-06-04 07:00:00,6.00000,wrf-s3cn_arw_uh_max_20150603-0000_27_34_022
obs_wrf-s3cn_arw_20150603-0000_26_36_020,2015-06-04 02:00:00,2015-06-04 12:00:00,11.00000,wrf-s3cn_arw_uh_max_20150603-0000_22_31_009
obs_wrf-s3cn_arw_20150603-0000_26_26_021,2015-06-04 02:00:00,2015-06-04 02:00:00,1.00000,wrf-s3cn_arw_uh_max_20150603-0000_20_20_006
obs_wrf-s3cn_arw_20150603-0000_26_26_022,2015-06-04 02:00:00,2015-06-04 02:00:00,1.00000,wrf-s3cn_arw_uh_max_20150603-0000_20_20_005
obs_wrf-s3cn_arw_20150603-0000_26_27_023,2015-06-04 02:00:00,2015-06-04 03:00:00,2.00000,None
obs_wrf-s3cn_arw_20150603-0000_27_27_024,2015-06-04 03:00:00,2015-06-04 03:00:00,1.00000,wrf-s3cn_arw_uh_max_20150603-0000_26_26_018
obs_wrf-s3cn_arw_20150603-0000_27_27_025,2015-06-04 03:00:00,2015-06-04 03:00:00,1.00000,wrf-s3cn_arw_uh_max_20150603-0000_27_27_023
obs_wrf-s3cn_arw_20150603-0000_27_27_026,2015-06-04 03:00:00,2015-06-04 03:00:00,1.00000,wrf-s3cn_arw_uh_max_20150603-0000_29_29_029
obs_wrf-s3cn_arw_20150603-0000_27_28_027,2015-06-04 03:00:00,2015-06-04 04:00:00,2.00000,wrf-s3cn_arw_uh_max_20150603-0000_28_28_025
