Track_ID,Start_Date,End_Date,Duration,Ensemble_Name,Ensemble_Member,Object_Variable,Obs_Track_ID,Translation_Error_X,Translation_Error_Y,Start_Time_Error,End_Time_Error
wrf-s3cn_arw_uh_max_20150603-0000_27_27_023,2015-06-04 03:00:00,2015-06-04 03:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150603-0000_27_27_025,-18422.90475,-92303.68368,0.00000,0.00000
wrf-s3cn_arw_uh_max_20150603-0000_28_28_024,2015-06-04 04:00:00,2015-06-04 04:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150603-0000_24_24_012,880736.06476,-691832.87818,4.00000,4.00000
wrf-s3cn_arw_uh_max_20150603-0000_28_28_025,2015-06-04 04:00:00,2015-06-04 04:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150603-0000_27_28_027,12954.42344,-112124.61101,1.00000,0.00000
wrf-s3cn_arw_uh_max_20150603-0000_29_29_026,2015-06-04 05:00:00,2015-06-04 05:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150603-0000_30_31_035,150340.34301,-185638.49153,-1.00000,-2.00000
wrf-s3cn_arw_uh_max_20150603-0000_29_31_027,2015-06-04 05:00:00,2015-06-04 07:00:00,3.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150603-0000_30_32_036,156640.28349,-188215.48133,-1.00000,-1.00000
wrf-s3cn_arw_uh_max_20150603-0000_29_34_028,2015-06-04 05:00:00,2015-06-04 10:00:00,6.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150603-0000_28_29_029,-1454.87083,37937.23128,1.00000,5.00000
wrf-s3cn_arw_uh_max_20150603-0000_29_29_029,2015-06-04 05:00:00,2015-06-04 05:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150603-0000_27_27_026,-68507.20823,-32261.91067,2.00000,2.00000
wrf-s3cn_arw_uh_max_20150603-0000_30_33_030,2015-06-04 06:00:00,2015-06-04 09:00:00,4.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150603-0000_32_36_041,15549.16311,-60463.37970,-2.00000,-3.00000
wrf-s3cn_arw_uh_max_20150603-0000_31_31_031,2015-06-04 07:00:00,2015-06-04 07:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150603-0000_25_25_014,847299.39775,-512641.69234,6.00000,6.00000
wrf-s3cn_arw_uh_max_20150603-0000_31_31_032,2015-06-04 07:00:00,2015-06-04 07:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150603-0000_29_30_030,-41556.92450,-34026.89512,2.00000,1.00000
wrf-s3cn_arw_uh_max_20150603-0000_32_32_033,2015-06-04 08:00:00,2015-06-04 08:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,None,nan,nan,nan,nan
wrf-s3cn_arw_uh_max_20150603-0000_32_35_034,2015-06-04 08:00:00,2015-06-04 11:00:00,4.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150603-0000_29_31_033,213355.01327,101231.88890,3.00000,4.00000
wrf-s3cn_arw_uh_max_20150603-0000_32_32_035,2015-06-04 08:00:00,2015-06-04 08:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150603-0000_31_31_039,33375.84355,381575.61847,1.00000,1.00000
wrf-s3cn_arw_uh_max_20150603-0000_33_33_036,2015-06-04 09:00:00,2015-06-04 09:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150603-0000_34_34_043,210112.40839,-3200.12731,-1.00000,-1.00000
wrf-s3cn_arw_uh_max_20150603-0000_34_35_037,2015-06-04 10:00:00,2015-06-04 11:00:00,2.00000,SSEF,wrf-s3cn_arw,uh_max,None,nan,nan,nan,nan
wrf-s3cn_arw_uh_max_20150603-0000_34_34_038,2015-06-04 10:00:00,2015-06-04 10:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150603-0000_33_35_042,-160410.21949,-142766.80431,1.00000,-1.00000
wrf-s3cn_arw_uh_max_20150603-0000_35_36_039,2015-06-04 11:00:00,2015-06-04 12:00:00,2.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150603-0000_35_36_044,-159760.71753,-150509.26968,0.00000,0.00000
wrf-s3cn_arw_uh_max_20150603-0000_36_36_040,2015-06-04 12:00:00,2015-06-04 12:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150603-0000_36_36_045,117478.30769,-175617.01366,0.00000,0.00000
