Step_ID,Track_ID,Date,Forecast_Hour,Valid_Hour_UTC,Duration,Centroid_Lon,Centroid_Lat,uh_max_mean,uh_max_max,uh_max_min,uh_max_std,uh_max_mean_dt,uh_max_max_dt,r10cmx_mean,r10cmx_max,r10cmx_min,r10cmx_std,r10cmx_mean_dt,r10cmx_max_dt,wupmax_mean,wupmax_max,wupmax_min,wupmax_std,wupmax_mean_dt,wupmax_max_dt,cqgmax_mean,cqgmax_max,cqgmax_min,cqgmax_std,cqgmax_mean_dt,cqgmax_max_dt,wdnmax_mean,wdnmax_max,wdnmax_min,wdnmax_std,wdnmax_mean_dt,wdnmax_max_dt,mlcape_mean,mlcape_max,mlcape_min,mlcape_std,mlcape_mean_dt,mlcape_max_dt,mlcins_mean,mlcins_max,mlcins_min,mlcins_std,mlcins_mean_dt,mlcins_max_dt,sblcl_mean,sblcl_max,sblcl_min,sblcl_std,sblcl_mean_dt,sblcl_max_dt,srh03_mean,srh03_max,srh03_min,srh03_std,srh03_mean_dt,srh03_max_dt,shr06_mean,shr06_max,shr06_min,shr06_std,shr06_mean_dt,shr06_max_dt,tmp500_mean,tmp500_max,tmp500_min,tmp500_std,tmp500_mean_dt,tmp500_max_dt,tmp700_mean,tmp700_max,tmp700_min,tmp700_std,tmp700_mean_dt,tmp700_max_dt,dewp2m_mean,dewp2m_max,dewp2m_min,dewp2m_std,dewp2m_mean_dt,dewp2m_max_dt,temp2m_mean,temp2m_max,temp2m_min,temp2m_std,temp2m_mean_dt,temp2m_max_dt,sph850_mean,sph850_max,sph850_min,sph850_std,sph850_mean_dt,sph850_max_dt,sph500_mean,sph500_max,sph500_min,sph500_std,sph500_mean_dt,sph500_max_dt,lllr_mean,lllr_max,lllr_min,lllr_std,lllr_mean_dt,lllr_max_dt,lr75_mean,lr75_max,lr75_min,lr75_std,lr75_mean_dt,lr75_max_dt,Hail_Size
wrf-s3cn_arw_uh_max_20150529-0000_12_13_000_00,wrf-s3cn_arw_uh_max_20150529-0000_12_13_000,2015-05-29 12:00:00,12.00000,12.00000,1.00000,-101.80945,27.14970,37.09589,74.27511,14.01929,14.49404,0.00000,0.00000,47.49992,62.37048,32.25179,7.07623,0.00000,0.00000,13.15545,25.08788,2.39336,5.05533,0.00000,0.00000,6.44565,19.50369,0.55568,4.37186,0.00000,0.00000,-3.66120,-1.10127,-6.83166,1.11020,0.00000,0.00000,1359.12646,2024.28955,628.79938,488.93875,0.00000,0.00000,-57.02670,0.00000,-123.91042,28.05227,0.00000,0.00000,1184.07422,1886.36926,597.86115,399.88297,0.00000,0.00000,88.96343,136.41270,29.56911,28.10383,0.00000,0.00000,0.00217,0.00355,0.00095,0.00059,0.00000,0.00000,-9.89349,-6.17973,-11.59190,1.25527,0.00000,0.00000,9.04603,9.74214,8.02662,0.47675,0.00000,0.00000,66.23666,71.05804,59.74757,3.49413,0.00000,0.00000,67.24294,72.46111,59.87017,4.14210,0.00000,0.00000,-2317.80664,14.47691,-9999.00000,4232.13135,0.00000,0.00000,3.11143,4.55539,2.33780,0.49512,0.00000,0.00000,-5.64075,-5.02585,-6.45281,0.39521,0.00000,0.00000,-7.04020,-5.27124,-7.84345,0.62149,0.00000,0.00000,62.96875
wrf-s3cn_arw_uh_max_20150529-0000_12_13_000_01,wrf-s3cn_arw_uh_max_20150529-0000_12_13_000,2015-05-29 13:00:00,13.00000,13.00000,2.00000,-101.48092,27.04244,30.37497,80.14508,4.91389,17.75570,-6.72092,5.86997,51.88249,69.69416,38.05824,7.67130,4.38257,7.32368,14.74715,29.99908,1.86733,7.29697,1.59170,4.91120,10.31559,37.94174,2.23264,7.17711,3.86995,18.43805,-3.94242,-1.38602,-11.67436,1.56535,-0.28122,-0.28475,1494.72266,1910.00122,361.17957,236.82739,135.59619,-114.28833,-11.15396,0.00000,-83.42760,13.35470,45.87275,0.00000,586.66174,697.38495,543.38855,31.75287,-597.41248,-1188.98438,25.91191,62.97002,-72.29674,30.83307,-63.05152,-73.44269,0.00239,0.00378,0.00090,0.00066,0.00022,0.00023,-9.69853,-4.04192,-11.44513,1.82214,0.19496,2.13781,8.82397,10.08479,6.97269,0.60204,-0.22206,0.34266,70.69147,71.20790,69.93980,0.30220,4.45482,0.14986,71.66612,72.35042,70.88451,0.32570,4.42318,-0.11069,14.21159,14.55985,13.78770,0.19279,2332.01831,0.08294,3.14819,5.42754,2.17512,0.70804,0.03676,0.87215,-5.17521,-4.56616,-5.80010,0.21835,0.46554,0.45969,-6.89014,-5.03393,-7.69602,0.77725,0.15005,0.23731,31.82227
wrf-s3cn_arw_uh_max_20150529-0000_19_19_001_00,wrf-s3cn_arw_uh_max_20150529-0000_19_19_001,2015-05-29 19:00:00,19.00000,19.00000,1.00000,-95.02244,32.93439,34.81188,62.15546,10.13686,13.85610,0.00000,0.00000,52.05149,68.29386,14.42488,14.85981,0.00000,0.00000,14.59092,22.89819,6.28950,4.31395,0.00000,0.00000,12.27619,35.73584,0.26242,9.32161,0.00000,0.00000,-4.81954,-2.16828,-11.47393,2.47732,0.00000,0.00000,2208.26978,2914.70532,893.92889,476.22321,0.00000,0.00000,-3.61862,0.00000,-51.49044,9.30180,0.00000,0.00000,837.27313,1000.06531,658.78510,73.72530,0.00000,0.00000,118.88568,168.86118,78.88881,21.87673,0.00000,0.00000,0.00284,0.00368,0.00212,0.00035,0.00000,0.00000,-7.14684,-6.63580,-7.66998,0.27433,0.00000,0.00000,6.63908,7.40519,5.73220,0.44504,0.00000,0.00000,75.38632,77.31943,73.51756,0.93328,0.00000,0.00000,84.28606,86.51723,80.52299,1.91047,0.00000,0.00000,11.39927,15.05724,8.17969,1.62703,0.00000,0.00000,2.23609,4.11447,1.36034,0.60047,0.00000,0.00000,-7.43390,-6.59943,-8.02915,0.39089,0.00000,0.00000,-5.12045,-4.70981,-5.54683,0.21289,0.00000,0.00000,22.42188
wrf-s3cn_arw_uh_max_20150529-0000_19_19_002_00,wrf-s3cn_arw_uh_max_20150529-0000_19_19_002,2015-05-29 19:00:00,19.00000,19.00000,1.00000,-95.19476,33.35630,38.32845,67.46052,13.01081,12.77804,0.00000,0.00000,52.92792,66.59264,27.50990,7.96056,0.00000,0.00000,11.88028,19.08011,3.51578,3.77764,0.00000,0.00000,9.80443,23.25993,1.38125,5.30814,0.00000,0.00000,-3.18045,-0.91700,-7.95384,1.40662,0.00000,0.00000,1630.35730,2803.86157,420.91174,528.40228,0.00000,0.00000,-14.42714,0.00000,-95.33554,20.87834,0.00000,0.00000,500.53757,895.96960,310.25351,146.00439,0.00000,0.00000,101.65653,216.22461,23.45839,35.33680,0.00000,0.00000,0.00284,0.00377,0.00193,0.00042,0.00000,0.00000,-7.80893,-6.41205,-8.79109,0.36846,0.00000,0.00000,6.49852,8.34033,5.74289,0.45973,0.00000,0.00000,75.54343,77.15913,72.79982,1.02240,0.00000,0.00000,80.03735,84.79447,74.65343,2.42865,0.00000,0.00000,11.41868,14.79517,9.67351,1.22954,0.00000,0.00000,2.90978,4.45725,2.21842,0.55947,0.00000,0.00000,-6.69026,-5.53061,-7.68051,0.51973,0.00000,0.00000,-5.31955,-4.79736,-5.96244,0.24432,0.00000,0.00000,33.61133
wrf-s3cn_arw_uh_max_20150529-0000_19_20_003_00,wrf-s3cn_arw_uh_max_20150529-0000_19_20_003,2015-05-29 19:00:00,19.00000,19.00000,1.00000,-94.62561,34.20549,40.66364,75.25629,17.54031,15.28874,0.00000,0.00000,51.57936,68.75211,16.71644,12.72266,0.00000,0.00000,13.23008,23.16871,2.68266,5.05894,0.00000,0.00000,9.90345,32.16143,0.23382,8.83008,0.00000,0.00000,-3.87432,-1.40900,-10.62672,2.06017,0.00000,0.00000,1765.80725,2245.38623,763.36761,281.22159,0.00000,0.00000,-2.99556,0.00000,-53.54275,9.27731,0.00000,0.00000,578.23279,711.91650,422.31763,68.21789,0.00000,0.00000,121.80715,169.71478,96.23488,16.08063,0.00000,0.00000,0.00315,0.00445,0.00220,0.00050,0.00000,0.00000,-7.66400,-6.16275,-8.24980,0.41067,0.00000,0.00000,6.26444,8.55455,5.34677,0.68661,0.00000,0.00000,74.72989,76.64745,73.11815,0.89879,0.00000,0.00000,78.35802,80.68382,76.39141,1.24804,0.00000,0.00000,11.80030,14.31612,9.79869,1.04606,0.00000,0.00000,3.58468,4.55428,3.04573,0.43950,0.00000,0.00000,-6.72323,-5.56557,-7.30796,0.38232,0.00000,0.00000,-5.19036,-4.82747,-5.99458,0.24296,0.00000,0.00000,0.00000
wrf-s3cn_arw_uh_max_20150529-0000_19_20_003_01,wrf-s3cn_arw_uh_max_20150529-0000_19_20_003,2015-05-29 20:00:00,20.00000,20.00000,2.00000,-94.98725,33.66894,37.94372,97.46309,5.64524,21.89782,-2.71991,22.20680,52.39064,67.50811,35.23154,8.95591,0.81128,-1.24400,12.58920,21.14123,5.23462,3.13726,-0.64089,-2.02748,10.90664,30.49337,1.67004,6.62089,1.00319,-1.66806,-3.84273,-1.51453,-9.70809,1.16930,0.03159,-0.10553,1132.21680,2616.41089,76.44759,646.09540,-633.59045,371.02466,-26.28742,0.00000,-154.69046,26.77052,-23.29186,0.00000,455.98508,661.05389,239.63766,99.28444,-122.24771,-50.86261,147.60153,420.48325,-49.32750,99.42407,25.79438,250.76846,0.00329,0.00473,0.00183,0.00058,0.00015,0.00028,-6.91852,-4.64105,-8.43272,0.76064,0.74548,1.52170,7.17026,9.88043,5.34145,0.88251,0.90582,1.32588,74.05898,77.61249,69.98034,1.59664,-0.67091,0.96504,77.48150,83.65288,72.42425,2.56678,-0.87652,2.96906,12.39866,15.32221,9.62163,1.36367,0.59836,1.00610,3.60300,5.18495,2.30466,0.74575,0.01832,0.63067,-6.04054,-4.62568,-7.71872,0.64543,0.68269,0.93989,-5.22627,-4.36147,-6.51586,0.43013,-0.03591,0.46600,0.00000
wrf-s3cn_arw_uh_max_20150529-0000_19_19_004_00,wrf-s3cn_arw_uh_max_20150529-0000_19_19_004,2015-05-29 19:00:00,19.00000,19.00000,1.00000,-81.46805,51.06544,36.83165,61.49481,9.80878,14.96838,0.00000,0.00000,46.63697,55.73474,28.60227,7.63904,0.00000,0.00000,10.08896,13.42173,4.80174,2.18460,0.00000,0.00000,6.77782,12.79442,0.96310,3.40619,0.00000,0.00000,-1.94452,-0.44659,-3.43735,0.61263,0.00000,0.00000,9.17929,35.90469,0.00000,12.33964,0.00000,0.00000,-288.59946,-128.94505,-447.21686,106.48129,0.00000,0.00000,541.99475,617.47443,337.80960,64.60395,0.00000,0.00000,375.74741,475.41116,331.66327,44.26245,0.00000,0.00000,0.00459,0.00477,0.00440,0.00008,0.00000,0.00000,-14.26459,-14.11194,-14.38551,0.07297,0.00000,0.00000,0.88664,1.27972,0.45516,0.23206,0.00000,0.00000,51.68285,53.25097,50.13079,0.91108,0.00000,0.00000,59.84913,62.59489,56.72610,1.40307,0.00000,0.00000,9.56553,9.82984,9.30884,0.13003,0.00000,0.00000,2.21855,2.25204,2.19237,0.01200,0.00000,0.00000,-4.89992,-4.28431,-5.41906,0.27470,0.00000,0.00000,-5.76258,-5.61450,-5.87181,0.07550,0.00000,0.00000,0.00000
wrf-s3cn_arw_uh_max_20150529-0000_20_20_005_00,wrf-s3cn_arw_uh_max_20150529-0000_20_20_005,2015-05-29 20:00:00,20.00000,20.00000,1.00000,-83.72540,50.16074,34.30562,51.47326,15.20865,9.90596,0.00000,0.00000,52.57504,56.64119,42.91782,3.54624,0.00000,0.00000,10.35307,13.60018,5.59736,2.50112,0.00000,0.00000,9.30904,13.51858,3.21806,2.92353,0.00000,0.00000,-2.84856,-1.98919,-3.70918,0.50067,0.00000,0.00000,478.74207,692.35974,294.79834,104.78885,0.00000,0.00000,-10.56901,0.00000,-28.83880,9.52302,0.00000,0.00000,911.49194,1232.34265,525.42212,237.35364,0.00000,0.00000,135.64861,200.79698,40.04906,37.21409,0.00000,0.00000,0.00327,0.00386,0.00289,0.00027,0.00000,0.00000,-14.22719,-13.92008,-15.09211,0.26704,0.00000,0.00000,1.63694,2.67356,0.63471,0.46259,0.00000,0.00000,63.25420,65.01661,61.45654,0.96136,0.00000,0.00000,72.60207,77.26966,66.30816,3.60464,0.00000,0.00000,9.70453,10.28797,8.98083,0.41057,0.00000,0.00000,2.02050,2.08753,1.92014,0.04249,0.00000,0.00000,-7.19570,-5.99514,-8.04917,0.65633,0.00000,0.00000,-6.01786,-5.59288,-6.69033,0.23740,0.00000,0.00000,0.00000
wrf-s3cn_arw_uh_max_20150529-0000_20_20_006_00,wrf-s3cn_arw_uh_max_20150529-0000_20_20_006,2015-05-29 20:00:00,20.00000,20.00000,1.00000,-82.10513,50.50541,39.56131,80.13479,0.58854,20.49684,0.00000,0.00000,51.96054,64.48873,32.64687,6.96895,0.00000,0.00000,11.84918,19.31689,4.10408,3.74554,0.00000,0.00000,10.15311,20.59464,0.81498,5.23357,0.00000,0.00000,-3.02581,-1.56760,-5.84669,0.95237,0.00000,0.00000,508.69745,808.82660,9.64929,242.05031,0.00000,0.00000,-41.00535,-2.95995,-171.78360,36.57300,0.00000,0.00000,583.10687,1117.15051,395.27563,163.84119,0.00000,0.00000,100.51272,171.09682,-10.61106,45.47890,0.00000,0.00000,0.00256,0.00328,0.00121,0.00041,0.00000,0.00000,-13.29763,-12.18538,-14.07602,0.51026,0.00000,0.00000,1.59533,3.90207,0.64363,0.71073,0.00000,0.00000,64.24374,66.45225,63.01034,0.74997,0.00000,0.00000,69.41578,78.79654,66.78859,2.92470,0.00000,0.00000,9.09643,10.51153,6.34661,0.95841,0.00000,0.00000,2.10274,2.68826,1.76898,0.26973,0.00000,0.00000,-6.49514,-5.48867,-8.23302,0.57842,0.00000,0.00000,-5.65398,-5.11643,-6.39908,0.29996,0.00000,0.00000,0.00000
wrf-s3cn_arw_uh_max_20150529-0000_20_20_007_00,wrf-s3cn_arw_uh_max_20150529-0000_20_20_007,2015-05-29 20:00:00,20.00000,20.00000,1.00000,-80.91667,51.05072,36.19296,59.20990,7.11650,10.66580,0.00000,0.00000,48.25425,57.00232,31.66077,5.34788,0.00000,0.00000,9.98068,14.83197,5.88061,1.71435,0.00000,0.00000,6.55055,11.44656,0.90380,2.50795,0.00000,0.00000,-3.24949,-1.34155,-5.93951,1.01934,0.00000,0.00000,109.34658,939.78992,0.00000,269.26242,0.00000,0.00000,-437.99179,0.00000,-1079.53088,267.71201,0.00000,0.00000,525.37714,1238.66589,31.31133,306.21729,0.00000,0.00000,371.75873,554.39502,218.21672,85.86703,0.00000,0.00000,0.00457,0.00598,0.00332,0.00048,0.00000,0.00000,-13.73345,-12.72559,-14.32478,0.35979,0.00000,0.00000,1.27823,3.01883,-0.08922,0.53289,0.00000,0.00000,52.41809,63.04967,42.60126,4.90720,0.00000,0.00000,60.12694,79.20787,44.35643,8.14618,0.00000,0.00000,9.63675,10.55447,7.86161,0.75471,0.00000,0.00000,2.20552,2.55250,1.92132,0.11704,0.00000,0.00000,-4.77410,-1.95832,-8.40699,1.52869,0.00000,0.00000,-5.69991,-4.90810,-6.46736,0.26936,0.00000,0.00000,0.00000
